null,id,text
0,2264614227," we are out, I was telling you #PakistanWillWin #PakCricket omg"
4,1468420448,"@jerrycchen hehehe! Good morning, it's night here, time for me to chill out and relax "
4,1468266510,"@DonnieWahlberg ok, so you reading this is highly unlikely but i don't care cuz i can't sleep..suggestion..If you go away..just a thought "
4,1468103864,@xjizzlebabix Can you HEAR me now?  http://snipr.com/fe6zu
4,1468323314,Ahh there we go. Just turned the good ole DiggBar off 
4,1468236957,"@billglover Yeah, and then call forwarding to my Chinese cell phone. Want to test local call to # -&gt; cell, and I can't call myself "
4,1468177013,@haisergeant thank you very much 
0,2264632907,"@kjkmom2boys Sorry to hear about your DS  hope you manage to get some sleep later, no fun being a night nurse!"
4,1468408784,"@tayswift love your songs, hope you'll perform in Belgium in the near future "
4,1467935741,@NickityNatNat Color it purple! 
4,1468007157,taking a shower 
4,1467937106,Ok bed time. I wish I didn't have an exam on thursday otherwise I would just go around harassing people to vote! lol. Night guys! 
4,1468070586,@ColorBakery Thankyou 
4,1468087419,@Jen_Huckdoll I'm headed to bed soon. Maybe.  I miss my west coast time zone days.
4,1468295421,"@alefragisp, @kapsali, just saw your tweets, glad you liked the post "
0,2328959250,Some absolute sadist keeps pting the ac aimed at me and its making me sick 
0,2264628276,i dunno if i'm gonna join this year's musical extravaganza.. 
4,1468391584,"going to bed, two more days of school after tomorrow, then a three day weekend. "
4,1468296511,@gilmoregirlc i hope so too!!! and i'll vote for you! 
4,1467879913,@axisportals scowls are a lot more temporary than adulthood 
0,2264515925,going to 4 got to get up at 9am 
0,2264665524,@Petergra hey how's u n how's Vic?  9 days 2 go u got less 
4,1468309710,motown is ALWAYS a good choice 
4,1468363699,listening to Blink-182 
4,1467881695,"Ahh, the tedium of fixing broken file links in Inventor.  Good times.  "
0,2264644527,"Peter Facinelli came with his harley, and he's gone now. That was too short! "
4,1468366673,"@Mark_Braunstein so true... same as using &quot;not to mention&quot;, and then mentioning it... "
4,1468071215,"this night's to do list: clean, make wishlist, and sing to my musics. "
4,1468191924,@jamesshunter great man! good luck with everything! I'm guessing the coming days are going to be extremely exciting 
4,1468071342,Lunch with black girl aiden Lukas. Check out taylorians.com 
0,2264608853,"fuck my immune system, i'm sick again "
4,1467863614,"Sleeeeeeeeeep, then an interview tomorrow! Wish me luck "
4,1467972823,"@Bokul lol... that was a jhoke right ?? Get OpenOffice. Free to download and use  - No cracks, no piracy. Makes M$'s life hell"
4,1467935467,"@Bncngoffthwlls Like the ones i have now, but am willing to look at other ones "
4,1468268586,"@JolijnPosthuma Don't think  I'm saying that am I?!  as for your example one ZC doesn't mean a thing, but a set of all valid ZCs does!"
4,1468391777,hello everybody 
4,1468088128,@contactnaveen i cant begin to tell you how much i hate IE 
0,2264657472,"@Natty_xo ahh no  i was on there this morning, went shoppin an came bk an its down  hope its bk soon im gunna b sooo bored til thenlol"
4,1468071806,Watching Serendipity on the phone then sleeep! Night. 
0,2329175109,hopes farrah fawcett is kicking ass and catching bad guys with style in heaven as she did so well while she was here on earth 
0,2264611141,"@Newps lol, you're the only thing left in your appartement or what?? I would like to take it, but my parents don't want to soâ¦ "
4,1468224203,wants to go to a baseball game doesnt care who...someone take me 
4,1468282085,Is going to a theme park 
4,1468146730,"@ScarlettDane btw, i saw you're coming to volterra  my house is open if you need a place to stay."
4,1468338897,"catching up on Heroes, then it's off to Mistress "
4,1468366213,"@K2Kyle Good luck, hope the weather holds out for you "
4,1468307895,"@HowardReprise Aww, sorry to hear that Mr Reprise. Hope you're ok. We can go out and get drunk later if you want "
4,1468339507,@JennaMadison You are listening!  ***grins*** yes I did gurl!  ***hugs***
4,1468335955,@nickpadmore Ouch. Looks like I'd best take another one. 
4,1467917300,"Happy Morning, la toat? lumea!  "
4,1467864330,@reesh heyyyyyy want to hook it up!! lol 
0,2329000254,THUNDER ! OH MON DOU ! 
4,1468310223,@jaredleto until sunbeams find you 
4,1468037952,"@ParkRat It's my view, not yours -- yours is the same "
0,2329024422,i just got a new car..... beginning to think i should of just kept my old one???? man im lost for words 
4,1467883264,"I missed twitter, ym, multiply and PET SOCIETY. I haven't been able to use the internet because I was quite busy for the past few days. "
4,1468164687,"at the end of the day i ended up exalted with a faction, 9 mounts richer, and 1100 gold poorer.  good night "
4,1468279731,@abisignorelli Great article.. Personally I think he should tell F1 to stuff it and go and race Indy Car in the US.. 
0,2264566282,I can't get science in my head so boring 
4,1468085028,@veronica78 good luck on ur law test!  go study now!
4,1468117090,On train to Star #Trek movie premiere with my golden entry ticket to &quot;A Reserve Circle&quot; 
4,1468146477,@Riles_puppy &amp; @PuppyJamaica Morning Pups! Thanks for the follow. Look fwd to barking at you soon!!  This Twitter is going to the dogs!
4,1467971340,@WBPodcast Hells to the no.  I only room with @demmalition.  
0,2329143055,Awwwl..Farrah Fawcett passed away. R..I.P. Kim remember when I would try to do my Farrah Fawcett flips in my hair?? Sad 
4,1468086333,rawr!  boredd out of my brain 
4,1468068685,Finally! I just created my WordPress Blog. There's already a blog up on the Seattle Coffee Community  ... http://tinyurl.com/c5uufd
4,1468267209,@tommcfly i reckon you guys should do radio 1's big weekend! if your worried you wont have a place to stay ill happily give up my bed 
4,1468146148,@jaybrannan it doesn't =( just take it and run with it! 
4,1468162963,I hate deadlines. So why am I majoring in broadcast to be an anchorwoman who will have multiple daily deadlines? I HAVE NO IDEA! 
0,2329030932,another rainy morning 
0,2264665990,"When an outing involves secatous, a girl get's very worried "
4,1468053762,Gooooooood morning to ya all! 
4,1468208913,@Schofe Hopefully it won't stop you getting to the studio on time. although you could always do a Terry Wogan and broadcast from your car 
4,1468325310,Happy Birthday macky!! ILY 
4,1468037572,i love my grandma 
4,1467936920,Finally almost home 
4,1468352203,@adriyah im confused about how to enter the contest! please help! 
4,1468280707,"@matthew858 also, you can use http://www.chombo.com.au/images/100meg.test to determine your throughput to our servers "
4,1468295205,@RespectTheWest ha! i have a cam in my laptop but doubt my clients would go for it 
0,2329112651,Farrah RIP  we will miss u! &quot;Angel of Music
4,1468052763,Francis is feeling emilie autumnal and appears to have got to stevenage at some sort of supraluminal velocity! 
0,2329086478,"on the one day i dont bring my umbrella, i get caught in the storm "
4,1468392817,Moin'. Yesterday got the keys to the new apartment. 
4,1468308001,"money well spent, even if it's pretty much a weeks pay "
4,1468239399,http://twitpic.com/2y5h0 - Ukey my new uke 
0,2328936546,not feeling good at all 
4,1467986896,@thalovebug 
4,1468418784,late night quinn matches with @zadr and @simX. 
4,1467825811,listening to some music and just chilling....I'll probably regret not getting work done...but till then i'm just gonna kick back 
4,1468238052,The sun is shining! Can I get work squeezed into a morning and escape for an afternoons walking? 
4,1467989097,"@Matt8U me too. :] maybe i'll see you there? i mean, its not like there are going to be thousands of people anyways. ha. so stoked. "
4,1467987328,working into the wee hours 
0,2264606510,"Out to BBQ some ribs, but wished we had the right weather for it! "
4,1468337856,@verwon I think it's a great idea *runs to find slinky* 
4,1468352044,"good morning twitters!@Sp_Soul you have done it bro, i canï¿½t believe it! so what we got?a war of words or something like that?;) "
4,1468193269,GEORGIA. is going on my twitter checking it outt 
0,2264615702,cleaning my room  after that i will do a little bit sport to keep fit
0,2328959679,"Printing #hpthemusical posters is a fail, because technology is a fail. I am sad. "
4,1468294594,"Morning Tweeps, Hi-Score podcast episode 2 recording today. Dr Zack is hopefully picking up our mixer today to ensure better sound!! "
4,1468210293,DS parties in the lounge are so much fun! 
0,2329054076,sad for the loss of Farrah Fawcett after such a long battle with cancer. 
4,1468100526,@koriannespeaks  your blog is like an addiction for me.
4,1467882937,@LoriGama that's most excellent  lotsa people loving you hehe *Winks*
0,2328944593,Rest In Peace Farrah Fawcett 
4,1468338575,A motto for employees strategy day: &quot;If your future really depends on that day you are in trouble&quot;  Let's see how useful the day will be.
4,1467970921,heyy loves!! just finished my record in the studio!! going to kick it with lauren c.!!  byee!! &lt;3
0,2329204554,R.I.P. Farrah God bless My prayers and love go's out to Her family and friends so sad 
0,2329000488,wtf im upset my auto immune disease is progressing and i cant start treatments till after baby is born. 
4,1468039994,"He feels what I have felt right now, can't sleep and need attention from somebody "
4,1467841510,"@Lou911 Aww, thanks "
4,1468133670,@_Flik_ You'll have to sweet talk her  make sure she knows you are a hard worker.
4,1467861286,@Westneyrhindxx hello westney  what are you doing ?? x
4,1467917580,"@honey_honeybun Aw, thanks...let's hope so! I am more worried about Geoff's teeth! Hope you are having a good day, H or HB. "
0,2264675989,Twitter makes me miss people   
4,1468309453,@MarkPavWT ok no problem  i guess the people to ask would be the ones writing the debug ui for vs 
4,1468101304,sleepover with Corey and Korey. 
0,2329054470,@Yasmeiin Me toooo! I'm sorry but how can I help if I don't get a fuck of it either  We're so screwed tomorrow 
0,2264626199,http://Flickr.com/photos/mangee has been neglected of late. Probably haven't uploaded anything since that NDA issue a few months back  Oo.
4,1467825434,had a good tech meeting at clubZone - dinner was sushi 
0,2329197911,is sad that Farrah Fawcett just died  http://plurk.com/p/13ycf6
0,2264563221,"@rutiso meh, too bad. "
4,1467937046,"@StacieLane Oh...well, never mind then.  lol But what if a guy you really liked had a mama like that?"
4,1468099748,@justis likewise 
4,1468297667,I am watching South park while smoking to Bowls LOL 
4,1468294289,"@prisofreedom you bet I will.  but I mean, not JUST for you. HEHEHEE,"
4,1468055936,going to san jose tomorrow to see one of my old cold stoners before the sharks game. it's gonna be a good day 
4,1468023660,@ad1951 _if you really had something like the exchange w/ @maikwl  in mind beforehand than I admit being utterly and positively surprised 
4,1468308063,Working on new features for twitter-patter.com - launch in three weeks - delayed two weeks due to client additions.  
0,2264505250,bad head please go away 
0,2329021319,Farrah Fawcett died   Cancer sucks
4,1467843151,http://twitpic.com/2y2jf - my cupcakes 
0,2328909422,@michaeldevellis oh nooooo....  http://myloc.me/5CK1
4,1468116763,@MrYoungHarlem  getting splashy I see 
4,1468309724,@skinnylatte - I wonder how you get all the funding for your travels 
4,1468381484,@MilkyMooMoo nice and sunn here too in Cambs 
0,2329051963,"Just got back from a nearby (~75mi.) city. It was a fun vacation, although it was short lived for one day. "
4,1468253744,My mate is currently on Deal or No deal!  
4,1468418117,"Bonjour Twitter... I'm going to buy the MacHeist Bundle...  designing a eshop again today, going to be expert in that!"
4,1468336277,"plus, bucket kitty needs her next tablet. should I count my fingers now?...or after...?? "
0,2329142006,"oh no! rest in peace, Farrah.  "
4,1468055416,"@daNanner Night, darlin'!  Sweet dreams to you "
4,1468321873,"it's cold, man am i loving this weather "
4,1467822531,@naughtyhaughty HOW DID I FORGET ABOUT TWO AND A HALF MEN?!?!? I LOVE THAT SHOW!!! 
4,1468297806,Really tired. Goodnight everyone! 
4,1467990285,"@alix_says, it's just like school except there's even more homework and everyone's a lot nicer (normally) "
4,1468336069,off to a hot date with the girl  what to have for dinner?
0,2328913982,Last day at the beach 
4,1468006013,"@RobKardashian Rob, Your my fav Kardashian, Please say Hi to me "
0,2264643768,@natashasaurus LOL coz im pov and because mums being lame 
4,1468379028,@clairelouisef awww thanks  Yours is pretty too hehe. Spose you wouldn't know how big a smile's on my face right now @ ur twweeeet.  lol
4,1468117663,I'm on a boat 
0,2329112363,I noticed we r not eating as much as i wanted to 
4,1468367476,Mmmm espresso house 
0,2328915773,"@FakerParis And I know that very, very well. I hope she's at peace. "
0,2264640629,"@Rohan_01  http://www.manga-movie.add-news.com/ this is it!!! its not THAT reliable, though,m some eps hav been deleted "
4,1468148481,Champions League back on tonight 
4,1467862487,"&quot;City of Ember&quot; was AWESOME!!! SO have to finish the book and read the next one (ones?) now.  Time for bed possibly? Who knows, really. XD"
0,2264525730,looks like I'm not gonna get much more rest so I'm heading to Walmart 
0,2328914171,@Ashley_NK I agree....made me sad to hear that too 
4,1468147613,"@Monhae Quite tearful today, but I laughed a lot also. To put it simply. "
4,1468004505,"@socalgurl83 LOL nice, thanks for translating "
4,1467990178,@DChetty I feel that way about sleep. What's the point if I am just going to wake up in a few hours anyway! 
4,1467970886,Going mimis with thoughts of Shick and Gavin DeGraw songs dancing in my head. 
0,2329027415,"aw RIP Farrah Fawcett. what a beautiful woman. Praying for her family, especially her dad "
4,1468037870,sitting here watching a lovely young man watch anime on youtube   Sweet  He's so interesting 
0,2264674529,just bit my tongue. it hurts 
0,2328996865,@iscreamfashion aw didnt she just announce she was going to get married too? how sad 
4,1468020855,being sexy and really happy 
0,2264672262,http://twitpic.com/7zy76 - Hung over massively  2 hot outside
4,1468237455,@guardian_renata  you'll have to persuade them 
4,1468069347,@zzap I'm hiding  And there's not much point anywaysss
4,1468379133,4:16 am and still going  I absolutely love what I do!!
4,1468236759,is last day of uni tomorrow 
4,1467919722,"@LBheart_Jessica Yes... I'm going to Kenya in August for 10 days w/ Tumaini International, loving on cute AIDS orphans. SO excited! "
4,1468296616,Is working 
4,1468085263,www.twitter.com/Go0seEgg .. add our baby!!! 
0,2264663579,was tired cause of the ROTC last morning  http://plurk.com/p/12o217
0,2264707810,Just brought a tramp a cocacola. He looked a bit ruff. Better than giving him money for alcohol! I feel sorry for people like that  x
4,1468222199,@dougiemcfly are yous having a good morning today dougie? :] it just became morning about twenty minutes ago here in america 
4,1468408136,@billgates It has to be 'Ultimate' 
4,1468161307,I'm excited for rescue me to start tomorrow. Or is it today. 
4,1468363779,"@RebeccaLange Thanks, yes I'm hanging from the rafters here, also had to cope with my employee having 2 days off... C U @ another tweetup "
4,1468179381,"@ev  Link takes me to &quot;Hazardous Weather Outlook for Michigan&quot;, quick &amp; dirty indeed. "
4,1467863550,"@Kelly_N_Va by Jordan, I think he's got it!  "
4,1467969476,"Just published a new post on my blog, 15 Neat Print and Use Freebies http://twurl.nl/w1kpvd  "
4,1468238830,@trendhunter Very nice pics! Thanks for sharing it  
4,1467862006,@Adri_Mane ROflmao... niqqa please. you ackin' a fool now. 
4,1468179947,Im going to home and take the doggies to the park...will twitter from the park 
0,2329092529,@LorraineStanick she only passed away about an hour ago so you're not too much out the loop! its tragic! 
4,1467951625,@dhollings Your TwitterTips bar runs like a dream on FF 3.0.8 
0,2264665449,there's 2 scratches on my guitar...and a little piece of its skin peeled off     
4,1468266025,am in an Internet cafe somewhere in Los Banos...need to submit something 
4,1468309906,"@adamrothwell  Funny that about to start doing ours, rest assured not a pie chart / Bar graph in sight "
0,2329060938,@rhiannonrevolts Yeah I see that.   The last word I'd heard on her did not sound good. Wishing her family good thoughts.
4,1468178138,Just got home. Fun day. Swimming. Then downey now home. 
4,1467822273,im meeting up with one of my besties tonight! Cant wait!!  - GIRL TALK!!
4,1468254299,@tomblackuk because its great lol. Just finished 
4,1468006104,@dmf71 rrrrrr you so very sweet a big hi to you!!!!!!! 
4,1467863012,"has discovered that she loves easter crafts, eggs, hot cross buns... feel like watching the prince of egypt to aid my easter meditations "
4,1467879883,6:37 in the morning and haven't been sleep   YAY!
4,1468379765,@SuburbanDollar thanks for the heads up! alexa stats should be updating again. http://bit.ly/top-pf-blogs 
4,1468268584,"today I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD it'll never happen ..."
4,1467954846,@dorkas426 i totally took the change of scenery. it was great. 
4,1467880608,"@mehulbhuva Good luck, and let me know how it goes! "
0,2264626881,"goin out for lunch, hopefully sooon cos i;ve not eaten yet n am starvin. big bro can fuck off. i forgot it wa fathers day  sad times."
4,1467824005,"@annabellee dry sweet potato, huh? "
